"ref","name","@lat","@lon"
"TS12","梅島",35.7723229,139.7980187
"KO53","高尾山口",35.6325238,139.2698321
"B30;G05","センター北",35.5534376,139.5782953
,"遊園地西",35.7690857,139.44011
"ST07","西武遊園地",35.7661781,139.442575
,"新秋津",35.7783816,139.4937517
"IN16","井の頭公園",35.6975223,139.5828122
,"浦和美園",35.8938311,139.7276757
,"海士有木",35.4817067,140.1241104
,"偕楽園",36.3731457,140.4562683
"TR06","八千代緑が丘",35.7287997,140.0730644
"TR07","八千代中央",35.7278721,140.1033572
"TR08","村上",35.7237785,140.1184205
"TR03","飯山満",35.7139973,140.0221903
"T23;TR01","西船橋",35.7072611,139.9590795
,"羽田空港国際線ビル",35.5438964,139.7686079
"IN17","吉祥寺",35.7022137,139.5803599
,"新川",36.4181877,139.2578406
,"矢野口",35.6415979,139.5205143
"I25","高島平",35.7889044,139.6613214
"TJ08","東武練馬",35.7686538,139.6617541
"E32","中井",35.7140525,139.6863802
"E07","春日",35.7085022,139.7527272
"E08","本郷三丁目",35.7075186,139.760541
"E31","東中野",35.7064752,139.6828466
"E35","練馬",35.7373476,139.6544905
"E33","落合南長崎",35.7232032,139.6836262
"E11","蔵前",35.7054789,139.7924363
"E36","豊島園",35.7421716,139.6491281
"E21","赤羽橋",35.6549696,139.7438925
"E15","門前仲町",35.6725145,139.7949361
"KS09","青砥",35.7456971,139.8561732
"KS23","大神宮下",35.6943035,139.9912211
"KS12","江戸川",35.7377048,139.8961189
"KS22","京成船橋",35.7002441,139.9856171
"KS24","船橋競馬場",35.6897833,139.9979321
,"東中山",35.7145136,139.9528834
"KS07","堀切菖蒲園",35.7476934,139.8274862
"KS14","市川真間",35.7314266,139.9115472
"KS21","海神",35.7057838,139.9721924
"KS31","勝田台",35.7154564,140.1260487
"KS11","京成小岩",35.7423118,139.8835783
"KS13","国府台",35.736436,139.9024289
"KS39","公津の杜",35.7604938,140.2952434
"KS04","町屋",35.7422895,139.7814483
"KS28","実籾",35.6869149,140.0684155
"KS40","京成成田",35.7767138,140.3156137
"KS08","お花茶屋",35.7475876,139.8401497
"KS17","鬼越",35.7200272,139.9372295
"KS36","大佐倉",35.7301245,140.2510695
"KS35","京成佐倉",35.725203,140.2297204
"KS06","京成関屋",35.7439967,139.8117769
"KS05","千住大橋",35.7423907,139.7969318
"KS03","新三河島",35.7372232,139.7739554
"KS32","志津",35.717446,140.1449603
"KS38","宗吾参道",35.7526423,140.2809925
"KS15","菅野",35.728223,139.9195295
"KS10","京成高砂",35.7509418,139.8673293
"KS26","京成津田沼",35.6836278,140.0243913
"KS34","京成臼井",35.7299474,140.1807516
"KS29","八千代台",35.7013237,140.090705
"KS25","谷津",35.6852933,140.0075642
"KS33","ユーカリが丘",35.7217428,140.1563751
"KS46","京成曳舟",35.7187273,139.820412
"KS49","京成立石",35.738182,139.8480553
"KS47","八広",35.7271367,139.8283287
"KS48","四ツ木",35.7317359,139.8348327
"KS50","柴又",35.7564295,139.8752024
"KS59","京成千葉",35.611676,140.1142347
"KS60","千葉中央",35.6073414,140.1178666
"KS61","千葉寺",35.5903626,140.1321476
"KS65","ちはら台",35.5338295,140.1702772
"KS63","学園前",35.5606103,140.1584156
"KS55","京成稲毛",35.637802,140.0854843
"KS54","検見川",35.6526042,140.0662809
"KS53","京成幕張",35.6605652,140.0560218
"KS52","京成幕張本郷",35.6725988,140.0421529
"KS56","みどり台",35.624813,140.0977098
"KS57","西登戸",35.6174754,140.1028028
"KS62","大森台",35.5841554,140.1494149
"KS64","おゆみ野",35.5500953,140.1660948
"KS58","新千葉",35.6124552,140.1081809
"HS04","秋山",35.7652967,139.9307391
"HS12","千葉ニュータウン中央",35.8002225,140.1164741
"HS05","東松戸",35.7699719,139.9430945
"HS14","印旛日本医大",35.7875881,140.2033506
"HS13","印西牧の原",35.8035779,140.167174
"HS03","北国分",35.7629228,139.9141728
"HS11","小室",35.7869529,140.0762465
"HS06","松飛台",35.7753487,139.9574789
"HS09","西白井",35.7843884,140.0316753
"HS07","大町",35.7751617,139.973585
"HS08","新鎌ヶ谷",35.7794865,139.9983662
"HS01","新柴又",35.7510948,139.8794064
"HS10","白井",35.7847331,140.054243
"HS02","矢切",35.7572685,139.8996768
"A19","本所吾妻橋",35.7086163,139.8043592
"KK11","京急蒲田",35.5610165,139.7238894
"KK12","糀谷",35.5547009,139.7294663
"A07","泉岳寺",35.6388165,139.7400879
"KK01","品川",35.6277934,139.7379562
"KS37","京成酒々井",35.7367938,140.2700329
"KK27","八丁畷",35.5230437,139.6914586
"KK56","安針塚",35.2866554,139.6430912
"KK04","青物横丁",35.6088736,139.743075
"KK45","屏風浦",35.3942857,139.6103104
"KK43","弘明寺",35.4243661,139.5967985
"KK08","平和島",35.5787207,139.7349776
"KK57","逸見",35.2805604,139.6527891
"KK24","東門前",35.5365833,139.7343911
"KK39","日ノ出町",35.4456139,139.6266728
"KK61","堀ノ内",35.2632685,139.6868827
"KK42","井土ヶ谷",35.4340012,139.6008645
"KK30","花月園前",35.5004279,139.6730074
"KK44","上大岡",35.4090705,139.5966292
"KK49","金沢文庫",35.3428761,139.6215659
"KK50","金沢八景",35.3314156,139.6201287
"KK23","川崎大師",35.535762,139.725954
"KK20","京急川崎",35.5328837,139.7008825
"KK60","県立大学",35.2702921,139.6766433
"KK63","北久里浜",35.2497971,139.6862859
"KK02","北品川",35.622322,139.7392954
"KK40","黄金町",35.4399057,139.6231139
"KK67","京急久里浜",35.2313721,139.7021836
"KK63","馬堀海岸",35.2595926,139.7076337
"KK41","南太田",35.436951,139.6138451
"KK21","港町",35.5350493,139.7123735
"KK71","三浦海岸",35.1882964,139.6533693
"KK72","三崎口",35.1778307,139.6330533
"KK69","京急長沢",35.2056354,139.6743929
"KK31","生麦",35.4960157,139.6677277
"KK48","能見台",35.3608898,139.6294214
"KK07","大森海岸",35.587699,139.7353937
"KK09","大森町",35.572514,139.7320524
"KK54","追浜",35.3158081,139.6248134
"KK62","京急大津",35.2608654,139.6957565
"KK19","六郷土手",35.540667,139.7076679
"KK05","鮫洲",35.6050235,139.7422644
"KK25","産業道路",35.5366173,139.7404941
"KK62","新大津",35.2568945,139.6901055
"KK03","新馬場",35.6165091,139.7414662
"KK32","京急新子安",35.4870984,139.6554751
"KK46","杉田",35.384036,139.6156135
"KK22","鈴木町",35.5354136,139.7206509
"KK06","立会川",35.5986981,139.738985
"KK55","京急田浦",35.3008387,139.6253965
"KK38","戸部",35.4567679,139.6195324
"KK47","京急富岡",35.3671863,139.6297121
"KK70","津久井浜",35.1984199,139.6652683
"KK29","京急鶴見",35.5073439,139.6779994
"KK28","鶴見市場",35.5178497,139.6866478
"KK10","梅屋敷",35.5669782,139.7283545
"KK68","YRP野比",35.2123159,139.6851239
"KK59","横須賀中央",35.2784811,139.6705572
"KK58","汐入",35.2803549,139.6621663
,"恵比寿",35.6464378,139.7102101
,"浜松町",35.6551111,139.7570622
,"原宿",35.6702926,139.7027227
,"東船橋",35.6997729,140.00429
,"市ケ谷",35.6913187,139.735504
,"池袋",35.7301957,139.7111534
,"稲毛",35.6370629,140.0926144
,"神田",35.6917842,139.770917
,"高円寺",35.705333,139.6497314
,"目黒",35.6327125,139.7160948
,"本八幡",35.7209107,139.9272256
,"西千葉",35.6227777,140.1030928
,"荻窪",35.7044803,139.6201587
,"両国",35.6957996,139.7929596
,"千駄ケ谷",35.6812658,139.7113311
,"下総中山",35.7143169,139.9430723
,"信濃町",35.680168,139.7198803
,"水道橋",35.7020419,139.7536358
,"代々木",35.6839519,139.7020805
,"有楽町",35.6749526,139.7630578
"N18","志茂",35.7778749,139.7325731
,"阿佐ケ谷",35.7048882,139.6355529
,"旭",35.7218224,140.6550919
,"馬喰町",35.6933502,139.7824528
,"千葉",35.6133606,140.1132497
,"銚子",35.7296933,140.8271301
,"榎戸",35.6840352,140.2881125
"TD35","船橋",35.7016567,139.9852496
,"八王子",35.6555699,139.3390485
,"東小金井",35.7016087,139.5243396
,"東千葉",35.6168339,140.1221308
,"干潟",35.7182949,140.6028615
,"日野",35.6787168,139.3934992
,"日向",35.6283704,140.3627619
,"市ケ谷",35.6913187,139.735504
,"市川",35.7288592,139.9081878
,"飯倉",35.6856774,140.5224408
,"飯田橋",35.7013742,139.7444452
,"飯岡",35.7293497,140.6836242
,"吉祥寺",35.7031337,139.5797248
,"錦糸町",35.6967524,139.8141509
,"国分寺",35.7001193,139.4804216
,"国立",35.6992264,139.446057
,"倉橋",35.7380715,140.7144461
,"幕張",35.6593936,140.0579629
,"幕張本郷",35.6726903,140.0422934
,"松岸",35.7395583,140.7952579
,"松尾",35.6360158,140.4576611
,"南酒々井",35.7044089,140.2681631
,"三鷹",35.7027148,139.560901
,"物井",35.685674,140.2002938
,"武蔵小金井",35.701105,139.506786
,"武蔵境",35.7021186,139.5439799
"T01","中野",35.7058423,139.6657255
,"滑河",35.8772317,140.3481294
"KS41","空港第2ビル",35.7727077,140.3877797
,"成田",35.777937,140.3140613
,"成東",35.6084219,140.4108752
,"西国分寺",35.69974,139.4660796
,"西荻窪",35.7038061,139.5994511
,"西八王子",35.6567014,139.3127433
,"御茶ノ水",35.699593,139.7649185
,"小見川",35.850169,140.6047024
,"佐倉",35.7096652,140.2260862
,"猿田",35.7473178,140.7374255
,"笹川",35.8397646,140.6556691
,"佐原",35.8945456,140.4940774
,"椎柴",35.7653133,140.7587799
,"下総神崎",35.8949479,140.4105282
,"下総橘",35.8186717,140.7022698
,"下総豊里",35.7931281,140.7206992
,"新検見川",35.6517824,140.0730763
,"新小岩",35.7169327,139.858002
,"新日本橋",35.6886958,139.7730478
,"酒々井",35.731812,140.2753243
,"水郷",35.886212,140.5697795
,"立川",35.6979188,139.4135537
"SS02","高田馬場",35.7126401,139.7038744
,"高田馬場",35.7126839,139.7036425
,"豊田",35.6595146,139.3814849
,"津田沼",35.6912054,140.0204271
,"都賀",35.636082,140.1492345
,"八街",35.6630784,140.3177463
,"八日市場",35.6992256,140.5520936
,"横芝",35.6617773,140.4912163
,"四街道",35.6630218,140.1656042
"DT08","二子新地",35.6071968,139.6224456
"DT09","高津",35.6032848,139.617032
"OM11","九品仏",35.6053529,139.6615207
"OM13","等々力",35.6085065,139.6474173
"H08","銀座",35.6720564,139.7638809
"M16","銀座",35.6730036,139.763599
,"新浦安",35.6495336,139.9124954
,"舞浜",35.6362405,139.8835896
"Y06;F06;SI37","小竹向原",35.7438361,139.6785743
,"神立",36.120317,140.2484767
"N15","西ケ原",35.7460255,139.7422068
,"東十条",35.7638484,139.7268749
,"安中榛名",36.3625792,138.8493964
,"軽井沢",36.3425512,138.6351092
3,"赤土小学校前",35.7428607,139.7690418
,"上田",36.396525,138.2496937
"SL09","くぬぎ山",35.7822632,139.9758601
"SL15","三咲",35.7490718,140.0285581
"SL14","二和向台",35.7539632,140.0231868
"SL07","五香",35.7969838,139.9660328
"SL08","元山",35.7902878,139.9758235
"SL05","八柱",35.7916361,139.9376884
"SL12","初富",35.7721042,140.0008579
"SL22","前原",35.7011208,140.0279421
"SL10","北初富",35.7769709,139.9917669
"SL19","北習志野",35.721255,140.0422237
"SL06","常盤平",35.8033658,139.9501233
"SL23","新津田沼",35.6902333,140.0237977
"SL11","新鎌ヶ谷",35.779124,139.9985576
"SL16","滝不動",35.7377794,140.0259762
"SL20","習志野",35.7149937,140.0427913
"SL21","薬園台",35.7101504,140.0378354
"SL13","鎌ヶ谷大仏",35.7578962,140.0138309
"SL17","高根公団",35.7302168,140.0296592
"SL18","高根木戸",35.7267131,140.0347385
"SL04","みのり台",35.7893478,139.9294387
"SL02","上本郷",35.7896962,139.9162315
"SL03","松戸新田",35.7906644,139.9229926
,"与野本町",35.8813834,139.625957
,"川口",35.8019257,139.7175116
"TY09;MG09;TM01","多摩川",35.5896374,139.668822
,"みつわ台",35.6386257,140.1349825
,"スポーツセンター",35.6432352,140.1161569
,"動物公園",35.6425768,140.1255139
,"千城台",35.6223287,140.1885502
,"千城台北",35.6274151,140.1820367
,"千葉みなと",35.6074294,140.102485
,"小倉台",35.6277152,140.1717592
,"桜木",35.6312486,140.161015
,"都賀",35.6354896,140.1487384
,"千葉",35.6120853,140.1141317
"IK06","長原",35.6022607,139.6979619
,"新木場",35.6461826,139.8280428
,"南越谷",35.8760371,139.7909282
,"東川口",35.8752667,139.7443312
,"板橋",35.7456743,139.7196963
,"千頭",35.1078971,138.1373109
,"八丁堀",35.6746222,139.7776586
,"市川塩浜",35.6666362,139.923649
,"潮見",35.658929,139.8171928
,"越中島",35.6679112,139.7926011
"H12;T11","茅場町",35.6799474,139.7801193
"OH08","世田谷代田",35.6582416,139.6612148
"SS06","沼袋",35.7192588,139.664613
,"桜木町",35.4510267,139.6309909
,"津田山",35.6039284,139.6003767
"KO41","京王多摩センター",35.6253357,139.4245526
"OT06","小田急多摩センター",35.6250534,139.4246863
,"町田",35.5420089,139.4454338
"C07","国会議事堂前",35.67374,139.743416
"C08","霞ケ関",35.67256,139.751675
"M15","霞ケ関",35.6741576,139.7528673
"C10","二重橋前〈丸の内〉",35.6803228,139.7616318
"KO10","八幡山",35.6698424,139.6159248
"KS44","東成田",35.7700881,140.3872193
"SR01","芝山千代田",35.7540717,140.3995062
"M12;N08","四ツ谷",35.6853501,139.7296773
"OM01","大井町",35.6076681,139.7342745
"B27","新羽",35.5275063,139.6120042
"TJ42","西大家",35.9316608,139.3562818
,"下総松崎",35.8076583,140.2779396
,"久住",35.8323487,140.3388809
,"北小金",35.8334292,139.9312051
,"北松戸",35.8005359,139.911864
,"北柏",35.87565,139.9880138
,"南柏",35.8446196,139.9542125
"JJ10;JL32","取手",35.8965617,140.0631701
,"大戸",35.8903536,140.4584941
,"天王台",35.8725271,140.0408889
,"安食",35.8357152,140.2420518
,"布佐",35.8490121,140.1331197
,"我孫子",35.8727093,140.0107682
,"新木",35.8623743,140.1069714
,"新松戸",35.8255048,139.9211716
,"木下",35.8389123,140.1483223
,"東我孫子",35.8689824,140.0476509
,"松戸",35.7842303,139.9009119
,"松戸",35.7842813,139.9005863
"TD24","柏",35.8620728,139.9706602
,"湖北",35.8672452,140.0777789
,"香取",35.8979896,140.5320045
,"馬橋",35.8116335,139.9173079
,"三門",35.2823898,140.391606
,"上総一ノ宮",35.3736792,140.365021
,"上総清川",35.390944,139.9655297
,"上総湊",35.2222837,139.8712604
,"上総興津",35.1372413,140.250935
,"九重",34.997681,139.9110908
,"五井",35.513041,140.0896818
,"佐貫町",35.2606226,139.8760746
,"保田",35.1410607,139.8383441
,"八幡宿",35.5363932,140.1201187
,"八積",35.4037322,140.345609
,"勝浦",35.1530646,140.3129152
,"十二橋",35.9172538,140.545775
,"千倉",34.9767161,139.9546792
,"千歳",34.9916497,139.966465
,"南三原",35.0210887,139.9792572
,"君津",35.3336425,139.8950942
,"和田浦",35.0418145,140.0194922
,"土気",35.5308674,140.2697788
,"大原",35.2508407,140.3908411
,"大網",35.5228296,140.3110002
,"大貫",35.2910811,139.8556052
,"太東",35.3199478,140.3810824
,"太海",35.08183,140.0962597
,"姉ケ崎",35.47867,140.0420546
,"安房勝山",35.1137521,139.8333501
,"安房天津",35.1254818,140.1544792
,"安房小湊",35.1286001,140.1902681
,"安房鴨川",35.1076286,140.1038511
,"富浦",35.0452625,139.8377984
,"岩井",35.0926346,139.8496343
,"巌根",35.414277,139.9332441
,"御宿",35.1880192,140.3519642
,"新茂原",35.4495692,140.299985
,"木更津",35.3816066,139.9262431
,"本千葉",35.6011214,140.1210196
,"本納",35.4821242,140.307407
,"東浪見",35.3471676,140.3766993
,"東清川",35.3900156,139.985803
,"東金",35.5602766,140.3636144
,"横田",35.3861086,140.0203412
,"永田",35.5033707,140.3110704
,"求名",35.5799098,140.396273
,"江見",35.0624672,140.0611555
,"浜野",35.552028,140.1321103
,"浜金谷",35.168133,139.8223398
,"浪花",35.2227019,140.3794316
,"祇園",35.3915098,139.9482934
,"祗園",35.3915098,139.9482934
,"福俵",35.5459418,140.3414858
,"竹岡",35.1976794,139.8298213
,"茂原",35.4268879,140.3039498
,"蘇我",35.5813725,140.1311573
,"行川アイランド",35.1182556,140.2259359
,"袖ケ浦",35.4321321,139.9580308
,"誉田",35.5469951,140.2138484
,"那古船形",35.0284756,139.8515617
,"鎌取",35.5628336,140.1785002
,"長浦",35.4502652,139.9954729
,"長者町",35.2958853,140.3850371
,"青堀",35.3304547,139.8582539
,"館山",34.9959209,139.8618906
,"鵜原",35.140844,140.2784674
,"下郡",35.3553448,140.0554424
,"小櫃",35.3284083,140.0599164
,"東横田",35.3862677,140.036446
,"馬来田",35.3666754,140.0586872
,"上毛高原",36.6931647,138.9775973
,"堀之内信号場",35.788717,140.374741
,"石和温泉",35.6577228,138.6352932
,"春日居町",35.6735332,138.6590665
,"山梨市",35.6849638,138.6830455
,"仲ノ町",35.7288796,140.8335069
,"君ヶ浜",35.7135504,140.8605022
,"外川",35.6992536,140.857025
,"海鹿島",35.7217916,140.8635436
,"犬吠",35.706245,140.861175
,"笠上黒生",35.7284288,140.8570855
,"西海鹿島",35.7254287,140.8598171
,"観音",35.7290391,140.8402233
,"川原湯温泉",36.5450096,138.6969647
,"ダム上 山頂駅",35.5405048,139.2486323
,"ダム下 山麓駅",35.5416373,139.2500205
,"鶴見",35.5082908,139.6761409
,"菊名",35.5096441,139.6307024
,"武蔵砂川",35.7289155,139.3922831
,"武蔵砂川",35.7289166,139.3920705
,"西武立川",35.7263098,139.3701371
"OE02","中央林間",35.5075126,139.4441433
18,"万博記念公園",36.0583204,140.0594905
14,"柏たなか",35.9109694,139.9575869
13,"柏の葉キャンパス",35.8934206,139.9525375
19,"研究学園",36.0821497,140.0824223
17,"みどりの",36.0298606,140.0563392
16,"みらい平",35.9943497,140.0383201
15,"守谷",35.9500735,139.991923
12,"流山おおたかの森",35.8718459,139.9250718
20,"つくば",36.0825835,140.111247
"U10","青海",35.6247789,139.7812023
"U07","台場",35.6259018,139.7714216
"U08","船の科学館",35.621401,139.7730812
"U06","お台場海浜公園",35.6299113,139.778807
"U12","有明",35.6345858,139.7933188
"U13","有明テニスの森",35.640126,139.7888608
"U04","日の出",35.6491556,139.7590874
"U11","国際展示場正門",35.630197,139.7913701
"U05","芝浦ふ頭",35.641723,139.7577759
"U14","市場前",35.6458081,139.7857575
"U01","新橋",35.6653482,139.7598936
"U15","新豊洲",35.6488052,139.7901932
"U02","汐留",35.662907,139.7599723
"U03","竹芝",35.6539736,139.761907
"U09","テレコムセンター",35.6175656,139.7794436
"U16","豊洲",35.6537554,139.7953721
,"成瀬",35.5353004,139.4729739
"DT22;KD01","長津田",35.531824,139.4951614
,"高崎",36.3223804,139.0127191
,"南橋本",35.5801961,139.3524614
,"敷島",36.5379451,139.0338524
,"津久田",36.5611315,139.0428322
,"太田",36.2941518,139.3784534
,"新伊勢崎",36.3183865,139.2017487
,"群馬八幡",36.3377009,138.9574688
,"岩本",36.6030654,139.0470124
,"二俣新町",35.6913813,139.959533
,"蒲田",35.5620151,139.7158191
,"上中里",35.7466176,139.7470253
,"川崎",35.5313543,139.6969517
,"西川口",35.8155833,139.7044816
,"大井町",35.6063886,139.7348819
,"王子",35.7523466,139.7382749
,"大森",35.5884735,139.7279334
,"浦和",35.8589905,139.6571433
,"群馬総社",36.4155807,139.0322835
,"沼田",36.6424053,139.0356609
,"渋川",36.4906867,139.0085523
,"新前橋",36.3789824,139.0468438
,"八木原",36.463449,139.0192795
,"群馬藤岡",36.2501545,139.083422
,"拝島",35.7212233,139.3435672
,"倉賀野",36.3004234,139.0492106
,"上尾",35.9733157,139.5884224
,"深谷",36.1915583,139.2810987
,"吹上",36.1032322,139.4529973
,"行田",36.1140309,139.4320377
,"本庄",36.2360695,139.1885427
,"神保原",36.2535284,139.1492447
,"籠原",36.1744564,139.3304118
,"北鴻巣",36.0855861,139.4769399
,"北本",36.0315907,139.5339317
,"鴻巣",36.0592096,139.5095783
,"熊谷",36.1393943,139.3900379
,"前橋",36.3832125,139.0726837
,"宮原",35.9403046,139.6095496
,"岡部",36.2056805,139.2375953
,"桶川",35.9987075,139.5639442
,"新町",36.2730572,139.1053121
,"藤沢",35.3387452,139.4863127
"TS51","大師前",35.7788753,139.7814629
"TS13","西新井",35.777253,139.790321
"TS42","東あずま",35.7070671,139.8318015
"TS04","曳舟",35.7183056,139.8167501
"TS43","亀戸水神",35.7000503,139.8335195
"TS41","小村井",35.7103615,139.8275533
,"三島",35.1261926,138.911369
,"新富士",35.1421319,138.6634609
,"新横浜",35.5067344,139.6168133
,"静岡",34.9717115,138.3892221
,"閑蔵",35.191862,138.193906
"OH03","参宮橋",35.6788005,139.6938086
"KO52","高尾",35.6416137,139.2811569
,"高尾",35.6423886,139.2829388
"IN05","下北沢",35.6615352,139.6671704
"IN06","新代田",35.662651,139.661052
"KO06;IN08","明大前",35.6685449,139.6505026
"IN07","東松原",35.662645,139.6557044
"IN09","永福町",35.6760569,139.6430084
"IN11","浜田山",35.6816919,139.6273127
"IN01","渋谷",35.658739,139.6995399
"IN02","神泉",35.6572282,139.6936431
,"西永福",35.6787246,139.6355337
"SS30;ST04","萩山",35.7407076,139.4770669
"SI07","中村橋",35.7367937,139.6377931
"SI14","東久留米",35.7602654,139.5340468
"SI15","清瀬",35.7720955,139.5199567
"SI13","ひばりヶ丘",35.7515231,139.5455333
"SI19","小手指",35.8006184,139.4377917
"SI20","狭山ヶ丘",35.810546,139.4167555
"SI22","稲荷山公園",35.8447614,139.3992421
"SI18","西所沢",35.7889677,139.4560791
,"仏子",35.8377818,139.360064
,"元加治",35.8404486,139.3455314
"SI23","入間市",35.8426832,139.3901317
"SI06","練馬",35.7378296,139.6541214
"SI26","飯能",35.8510578,139.3189361
"SI03","東長崎",35.7305456,139.6827202
,"白岡",36.0173875,139.6667383
"H01","中目黒",35.6440782,139.6987828
,"長野",36.6431174,138.1887835
,"戸田公園",35.8079089,139.6781947
,"すずかけ台",35.5168841,139.4816641
"DT23","つくし野",35.5271513,139.484969
"TD10","春日部",35.980074,139.7520793
"TD02","北大宮",35.917609,139.6248125
"TD16","愛宕",35.9505133,139.8645604
"TD20","江戸川台",35.8974062,139.9103577
"TD21","初石",35.8841408,139.9177361
"TD31","鎌ヶ谷",35.7640517,139.9973319
"TD14","七光台",35.9705985,139.8529451
"TD05","七里",35.9363894,139.6658159
"TD17","野田市",35.9436641,139.8707326
"TD03","大宮公園",35.9238311,139.632959
"TD27","逆井",35.8232385,139.9839107
"TD15","清水公園",35.9590685,139.8600282
"TD34","新船橋",35.7114233,139.9797754
"TD30","新鎌ヶ谷",35.7803404,139.9995204
"TD25","新柏",35.838506,139.9666532
"TD28","高柳",35.8086891,139.9989256
"TD08","豊春",35.9680359,139.7262512
"TD33","塚田",35.7216712,139.982523
"TD19","運河",35.9143317,139.906206
"TD09","八木崎",35.978668,139.7424533
"TD32","馬込沢",35.7415707,139.9922452
"TD29","六実",35.7938671,139.9993452
"TD22","流山おおたかの森",35.8720708,139.925799
"TY02","代官山",35.6482067,139.703262
"TY10;MG10","新丸子",35.5806127,139.661934
"TY21;MM01","横浜",35.466843,139.6227891
"TY01;F16","渋谷",35.6584607,139.7028966
"C19","綾瀬",35.7621884,139.825389
"TS01","浅草",35.7118142,139.7982436
,"北春日部",35.9906294,139.7439659
"TS02","とうきょうスカイツリー",35.7104065,139.8091837
"KS45;A20;Z14","押上〈スカイツリー前〉",35.7107458,139.8134123
"C03;F15","明治神宮前〈原宿〉",35.6684914,139.7054035
"G02;Z02;C04","表参道",35.6651767,139.7125169
"F16","渋谷",35.6598207,139.7023403
"M13","赤坂見附",35.6772904,139.7370787
"G06","溜池山王",35.6715237,139.7419479
,"鴨宮",35.2757379,139.1802438
,"二宮",35.2987614,139.2576269
,"大磯",35.3113143,139.3133957
,"茅ヶ崎",35.3305449,139.4075179
,"船橋法典",35.7308674,139.9665597
,"馬立",35.424028,140.1145678
,"西大井",35.6018658,139.7216714
,"尾久",35.7469091,139.7536603
,"北高崎",36.3385486,139.0022433
,"久喜",36.0655594,139.6774943
,"保土ヶ谷",35.4466889,139.5997021
,"田町",35.6457358,139.7476833
,"小山",36.3129364,139.8065054
,"宇都宮",36.5593328,139.89831
,"桐生",36.4110755,139.3331658
,"栗橋",36.1368206,139.6942053
,"栃木",36.3717284,139.7314038
,"伊勢崎",36.3268973,139.1938823
,"佐野",36.3167575,139.5789679
,"新白岡",36.0386816,139.6720827
,"館林",36.2462815,139.5278553
,"明神",36.6763398,139.7122883
,"大月",35.6128213,138.9420928
,"大月",35.6133033,138.94251
,"山梨市",35.6849377,138.6830303
,"千葉みなと",35.6067279,140.1027745
,"稲毛海岸",35.6294925,140.0735654
,"海浜幕張",35.6484234,140.041921
,"検見川浜",35.6372071,140.0590771
,"南船橋",35.6819795,139.9955584
,"新木場",35.6461072,139.8273713
,"新習志野",35.6673499,140.0128786
"TJ21","川越",35.9070028,139.4832484
,"高麗川",35.8964125,139.3380637
,"羽黒",36.3552714,140.1433466
,"友部",36.3507978,140.3062895
,"下館",36.3041153,139.9781751
"SS21;SK05","東村山",35.7599906,139.4657955
"SK04;SS31","小川",35.7375194,139.4635449
"SI39","豊島園",35.7421151,139.6479663
"SI12","保谷",35.7483373,139.5677425
"SI05","桜台",35.7387537,139.6623844
"SI17;SS22","所沢",35.7871415,139.4733317
5,"並木中央",35.3654383,139.6429378
4,"並木北",35.371877,139.642701
9,"市大医学部",35.3439367,139.6500917
1,"新杉田",35.3860018,139.6204103
13,"野島公園",35.3305191,139.6314529
14,"金沢八景",35.33113,139.6221441
,"赤城",36.4256717,139.2767605
,"中央前橋",36.3911832,139.0749235
,"富士山下",36.4140218,139.3158547
,"上泉",36.3942753,139.1065811
,"片貝",36.3939649,139.0955254
,"三俣",36.3937327,139.0890263
,"西桐生",36.4140878,139.3329567
,"潮来",35.9370775,140.5495746
,"鹿島サッカースタジアム",35.9922459,140.6362921
,"鹿島神宮",35.9706884,140.625998
,"延方",35.9581792,140.5887438
,"勝田",36.3944346,140.5242433
,"佐貫",35.9300777,140.1382428
,"市川大野",35.7553848,139.9512825
,"北府中",35.6807772,139.4717507
,"越谷レイクタウン",35.8762502,139.8216515
,"南流山",35.8376448,139.904357
,"新八柱",35.7919529,139.938367
,"横川",36.336178,138.7372548
,"安中",36.3316945,138.9145889
,"松井田",36.3094214,138.797336
,"磯部",36.2983921,138.8497966
,"西松井田",36.3162627,138.7863809
,"蓮田",35.981302,139.6530092
,"宝積寺",36.6314909,139.979591
,"土呂",35.931785,139.6321083
,"国定",36.3587018,139.2421213
,"高崎",36.3208614,139.0122633
,"北藤岡",36.2824328,139.0810153
"OE14","本鵠沼",35.3308451,139.4751199
,"高座渋谷",35.4318273,139.4646929
,"六会日大前",35.3841239,139.4706379
,"湘南台",35.3964544,139.4665315
,"善行",35.3629254,139.4732518
,"厚木",35.443054,139.3777819
,"橋本",35.5948549,139.344907
,"南高崎",36.3123752,139.0122928
,"佐野のわたし",36.3025866,139.0182837
,"根小屋",36.2913742,139.0188591
,"高崎商科大学前",36.2844253,139.0294644
,"山名",36.2776937,139.0380749
,"上総亀山",35.2330851,140.0898482
,"久留里",35.2958382,140.0758104
,"上総久保",35.3675606,140.1545765
"TN12","新栃木",36.389849,139.7423073
,"吉原本町",35.160803,138.6898549
,"東ゲート",36.0197504,139.7192771
,"リバティーランド",36.0199579,139.7160046
,"ハートフルランド",36.0214142,139.7118253
,"新桐生",36.3950775,139.3200681
,"大平下",36.3443513,139.6975422
,"逗子",35.297573,139.5785742
,"山手",35.4273463,139.6462286
,"新杉田",35.386554,139.6195735
,"本郷台",35.3679186,139.5501985
,"根岸",35.4157514,139.6355446
"TY21;MM01","横浜",35.4656854,139.6225042
,"洋光台",35.3788099,139.5968986
